x_coord,y_coord,pressure_bar,dist_to_ice_m,roll_deg,pitch_deg,timestamp_s
87.6,10.0,1.101,0.62,-0.25,0.58,239.5
88.2,10.0,1.103,0.61,-0.73,0.78,240.0
88.8,10.0,1.097,0.6,-0.26,-0.54,240.5
89.4,10.0,1.099,0.62,-0.93,-0.25,241.0
90.0,10.0,1.097,0.6,0.98,-0.46,241.5
90.6,10.0,1.099,0.6,-0.88,-0.2,242.0
91.2,10.0,1.096,0.58,-1.09,0.46,242.5
91.8,10.0,1.105,0.59,0.95,0.21,243.0
92.4,10.0,1.102,0.61,1.03,-0.08,243.5
93.0,10.0,1.101,0.6,0.07,0.08,244.0
93.6,10.0,1.102,0.61,1.17,0.35,244.5
94.2,10.0,1.096,0.61,1.19,0.58,245.0
94.8,10.0,1.104,0.6,-1.12,-0.69,245.5
95.4,10.0,1.1,0.6,-0.17,0.5,246.0
96.0,10.0,1.099,0.61,-0.21,0.06,246.5
96.6,10.0,1.095,0.62,0.69,0.07,247.0
97.2,10.0,1.098,0.62,0.77,0.75,247.5
97.8,10.0,1.102,0.61,-0.12,-0.54,248.0
98.4,10.0,1.1,0.58,-1.2,-0.31,248.5
99.0,10.0,1.097,0.59,-0.13,-0.34,249.0
99.6,10.0,1.104,0.6,0.47,0.02,249.5
100,15.0,1.103,0.59,-0.45,-0.56,250.0
99.4,15.0,1.1,0.59,-0.56,-0.01,250.5
98.8,15.0,1.102,0.62,0.23,-0.57,251.0
98.2,15.0,1.105,0.6,-0.41,0.47,251.5
97.6,15.0,1.104,0.61,0.36,0.47,252.0
97.0,15.0,1.104,0.62,0.16,-0.79,252.5
96.4,15.0,1.098,0.58,0.37,-0.39,253.0
95.8,15.0,1.099,0.61,0.58,0.41,253.5
95.2,15.0,1.097,0.62,-0.06,0.16,254.0
94.6,15.0,1.1,0.61,0.11,-0.79,254.5
94.0,15.0,1.097,0.59,-0.1,-0.13,255.0
93.4,15.0,1.103,0.62,-0.98,0.11,255.5
92.8,15.0,1.105,0.59,-0.9,-0.73,256.0
92.2,15.0,1.1,0.62,0.61,0.71,256.5
91.6,15.0,1.098,0.61,-0.89,0.35,257.0
91.0,15.0,1.105,0.59,-0.96,-0.64,257.5
90.4,15.0,1.096,0.61,0.96,0.63,258.0
89.8,15.0,1.102,0.59,0.61,-0.08,258.5
89.2,15.0,1.104,0.59,-0.14,-0.31,259.0
88.6,15.0,1.1,0.58,0.54,-0.17,259.5
88.0,15.0,1.104,0.62,0.66,0.41,260.0
87.4,15.0,1.097,0.6,-0.97,-0.18,260.5
86.8,15.0,1.102,0.59,-0.35,0.77,261.0
86.2,15.0,1.105,0.61,-1.18,-0.4,261.5
85.6,15.0,1.096,0.59,-1.04,-0.55,262.0
85.0,15.0,1.099,0.59,-0.63,-0.58,262.5
84.4,15.0,1.098,0.59,0.32,0.28,263.0
83.8,15.0,1.096,0.6,0.99,0.57,263.5
83.2,15.0,1.095,0.6,-0.5,-0.51,264.0
82.6,15.0,1.099,0.59,0.23,0.74,264.5
82.0,15.0,1.104,0.61,-0.21,0.01,265.0
81.4,15.0,1.103,0.61,-0.52,0.4,265.5
80.8,15.0,1.096,0.61,-0.4,-0.72,266.0
80.2,15.0,1.099,0.61,0.17,0.17,266.5
79.6,15.0,1.104,0.59,1.06,0.58,267.0
79.0,15.0,1.098,0.59,-0.11,-0.01,267.5
78.4,15.0,1.101,0.61,1.01,-0.74,268.0
77.8,15.0,1.095,0.61,-0.72,0.35,268.5
77.2,15.0,1.101,0.58,-0.88,-0.78,269.0
76.6,15.0,1.099,0.62,1.14,-0.42,269.5
76.0,15.0,1.104,0.61,-0.47,-0.48,270.0
75.4,15.0,1.102,0.59,0.19,0.69,270.5
74.8,15.0,1.104,0.61,-0.06,-0.29,271.0
74.2,15.0,1.102,0.62,0.4,0.19,271.5
73.6,15.0,1.1,0.61,-0.77,-0.27,272.0
73.0,15.0,1.096,0.58,0.52,-0.2,272.5
72.4,15.0,1.1,0.6,-1.15,-0.66,273.0
71.8,15.0,1.095,0.62,-0.42,-0.13,273.5
71.2,15.0,1.101,0.59,0.44,0.7,274.0
70.6,15.0,1.098,0.58,1.01,-0.11,274.5
70.0,15.0,1.099,0.62,-0.88,-0.19,275.0
69.4,15.0,1.101,0.59,0.27,-0.28,275.5
68.8,15.0,1.101,0.61,-0.67,0.75,276.0
68.2,15.0,1.104,0.6,1.0,0.25,276.5
67.6,15.0,1.098,0.6,-1.03,-0.52,277.0
67.0,15.0,1.101,0.59,0.13,0.05,277.5
66.4,15.0,1.102,0.61,0.38,-0.26,278.0
65.8,15.0,1.097,0.61,0.19,0.33,278.5
65.2,15.0,1.1,0.59,-0.34,-0.23,279.0
64.6,15.0,1.096,0.6,-0.4,-0.35,279.5
64.0,15.0,1.101,0.58,-0.84,-0.48,280.0
63.4,15.0,1.097,0.58,-0.8,-0.77,280.5
62.8,15.0,1.098,0.59,0.09,-0.79,281.0
62.2,15.0,1.104,0.59,-0.85,0.17,281.5
61.6,15.0,1.096,0.6,1.11,-0.39,282.0
61.0,15.0,1.102,0.6,0.38,0.52,282.5
60.4,15.0,1.102,0.61,0.91,-0.31,283.0
59.8,15.0,1.103,0.59,0.22,-0.1,283.5
59.2,15.0,1.098,0.59,0.56,-0.36,284.0
58.6,15.0,1.099,0.6,-0.21,0.28,284.5
58.0,15.0,1.102,0.58,0.67,-0.56,285.0
57.4,15.0,1.105,0.59,0.22,-0.63,285.5
56.8,15.0,1.103,0.62,-0.55,-0.73,286.0
56.2,15.0,1.102,0.6,0.29,0.27,286.5
55.6,15.0,1.098,0.6,-0.13,0.7,287.0
55.0,15.0,1.098,0.61,0.14,-0.55,287.5
54.4,15.0,1.095,0.6,0.03,-0.33,288.0
53.8,15.0,1.1,0.59,-0.42,-0.38,288.5
53.2,15.0,1.103,0.61,0.61,0.23,289.0
52.6,15.0,1.097,0.59,1.1,-0.72,289.5
52.0,15.0,1.098,0.6,0.4,0.42,290.0
51.4,15.0,1.101,0.61,0.31,0.04,290.5
50.8,15.0,1.105,0.59,0.85,-0.7,291.0
50.2,15.0,1.102,0.6,0.43,-0.7,291.5
49.6,15.0,1.099,0.6,0.7,-0.08,292.0
49.0,15.0,1.095,0.59,1.09,0.1,292.5
48.4,15.0,1.098,0.6,-0.75,0.04,293.0
47.8,15.0,1.103,0.6,-0.17,0.52,293.5
47.2,15.0,1.101,0.59,1.0,0.11,294.0
46.6,15.0,1.096,0.6,-0.6,-0.52,294.5
46.0,15.0,1.1,0.61,0.41,0.15,295.0
45.4,15.0,1.103,0.59,-0.43,-0.65,295.5
44.8,15.0,1.1,0.59,-0.76,-0.3,296.0
44.2,15.0,1.105,0.59,-0.69,-0.44,296.5
43.6,15.0,1.098,0.61,-0.23,0.35,297.0
43.0,15.0,1.104,0.6,0.61,0.63,297.5
42.4,15.0,1.097,0.62,-0.55,-0.15,298.0
41.8,15.0,1.098,0.6,0.43,0.45,298.5
41.2,15.0,1.102,0.58,-0.79,-0.17,299.0
40.6,15.0,1.101,0.61,0.51,-0.45,299.5
40.0,15.0,1.096,0.61,-0.35,0.43,300.0
39.4,15.0,1.102,0.62,1.02,-0.44,300.5
38.8,15.0,1.095,0.6,0.19,-0.11,301.0
38.2,15.0,1.095,0.58,0.73,-0.78,301.5
37.6,15.0,1.1,0.6,-0.59,-0.49,302.0
37.0,15.0,1.102,0.62,-0.57,-0.35,302.5
36.4,15.0,1.105,0.59,-0.59,-0.59,303.0
35.8,15.0,1.1,0.62,-0.17,-0.09,303.5
35.2,15.0,1.099,0.61,0.81,0.41,304.0
34.6,15.0,1.102,0.6,-1.1,0.09,304.5
34.0,15.0,1.097,0.58,0.7,-0.48,305.0
33.4,15.0,1.098,0.58,-0.34,-0.75,305.5
32.8,15.0,1.099,0.61,0.27,0.73,306.0
32.2,15.0,1.103,0.59,0.85,-0.42,306.5
31.6,15.0,1.1,0.61,-0.49,-0.24,307.0
31.0,15.0,1.095,0.58,-0.38,-0.7,307.5
30.4,15.0,1.098,0.59,-1.12,0.47,308.0
29.8,15.0,1.103,0.6,-0.39,-0.65,308.5
29.2,15.0,1.099,0.6,0.5,-0.67,309.0
28.6,15.0,1.103,0.61,-0.46,0.4,309.5
28.0,15.0,1.104,0.58,-0.48,0.05,310.0
27.4,15.0,1.103,0.61,-0.88,0.02,310.5
26.8,15.0,1.097,0.6,0.66,0.19,311.0
26.2,15.0,1.105,0.61,0.77,-0.79,311.5
25.6,15.0,1.102,0.6,1.07,-0.32,312.0
25.0,15.0,1.099,0.6,1.02,-0.22,312.5
24.4,15.0,1.102,0.62,-0.87,-0.04,313.0
23.8,15.0,1.095,0.62,-0.33,0.59,313.5
23.2,15.0,1.104,0.61,0.49,-0.03,314.0
22.6,15.0,1.099,0.59,0.15,-0.46,314.5
22.0,15.0,1.101,0.59,0.64,0.73,315.0
21.4,15.0,1.104,0.61,-1.11,0.52,315.5
20.8,15.0,1.099,0.58,-0.19,0.71,316.0
20.2,15.0,1.104,0.62,0.66,-0.0,316.5
19.6,15.0,1.102,0.58,-0.48,0.43,317.0
19.0,15.0,1.097,0.61,-0.08,0.11,317.5
18.4,15.0,1.103,0.61,0.75,0.65,318.0
17.8,15.0,1.095,0.61,1.1,0.14,318.5
17.2,15.0,1.097,0.61,0.81,0.77,319.0
16.6,15.0,1.099,0.61,-0.27,0.23,319.5
16.0,15.0,1.097,0.59,-0.9,0.29,320.0
15.4,15.0,1.104,0.6,0.65,0.13,320.5
14.8,15.0,1.098,0.61,-0.9,0.03,321.0
14.2,15.0,1.101,0.62,-0.84,0.19,321.5
13.6,15.0,1.101,0.6,0.93,-0.76,322.0
13.0,15.0,1.102,0.61,0.98,-0.07,322.5
12.4,15.0,1.099,0.59,0.3,0.0,323.0
11.8,15.0,1.096,0.58,-0.45,-0.2,323.5
11.2,15.0,1.1,0.59,-1.07,0.17,324.0
10.6,15.0,1.103,0.6,0.14,0.68,324.5
10.0,15.0,1.104,0.6,0.62,0.51,325.0
9.4,15.0,1.099,0.62,-0.15,-0.6,325.5
8.8,15.0,1.104,0.58,-0.93,-0.8,326.0
8.2,15.0,1.099,0.59,-0.6,0.62,326.5
7.6,15.0,1.104,0.6,-0.54,0.38,327.0
7.0,15.0,1.096,0.61,-0.55,0.68,327.5
6.4,15.0,1.101,0.59,-0.31,0.38,328.0
5.8,15.0,1.104,0.62,0.62,0.37,328.5
5.2,15.0,1.1,0.59,0.23,-0.67,329.0
4.6,15.0,1.096,0.59,0.88,-0.41,329.5
4.0,15.0,1.104,0.59,-0.27,-0.75,330.0
3.4,15.0,1.1,0.61,0.27,0.61,330.5
2.8,15.0,1.098,0.58,-0.92,0.27,331.0
2.2,15.0,1.105,0.61,-0.76,-0.05,331.5
1.6,15.0,1.101,0.58,-0.94,0.11,332.0
1.0,15.0,1.098,0.59,1.08,0.28,332.5
0.4,15.0,1.105,0.61,-1.06,-0.72,333.0
0,20.0,1.095,0.58,-0.38,-0.44,333.5
0.6,20.0,1.101,0.6,0.38,-0.22,334.0
1.2,20.0,1.105,0.6,-0.51,-0.65,334.5
1.8,20.0,1.098,0.62,0.55,0.72,335.0
2.4,20.0,1.104,0.58,-0.4,0.78,335.5
3.0,20.0,1.104,0.59,0.08,0.06,336.0
3.6,20.0,1.1,0.58,1.13,0.09,336.5
4.2,20.0,1.096,0.59,-0.8,-0.25,337.0
4.8,20.0,1.103,0.59,-0.25,-0.68,337.5
5.4,20.0,1.103,0.58,0.76,0.03,338.0
6.0,20.0,1.105,0.59,-1.14,-0.59,338.5
6.6,20.0,1.104,0.59,1.08,0.74,339.0
7.2,20.0,1.097,0.59,-0.79,0.47,339.5
7.8,20.0,1.101,0.6,-0.06,0.17,340.0
8.4,20.0,1.1,0.59,0.18,-0.5,340.5
9.0,20.0,1.099,0.61,0.24,0.3,341.0
9.6,20.0,1.098,0.59,-0.1,-0.22,341.5
10.2,20.0,1.099,0.62,-0.86,0.19,342.0
10.8,20.0,1.101,0.59,-0.24,-0.34,342.5
11.4,20.0,1.1,0.62,0.39,-0.03,343.0
12.0,20.0,1.105,0.62,0.26,-0.56,343.5
12.6,20.0,1.097,0.58,-0.95,0.35,344.0
13.2,20.0,1.099,0.59,0.69,-0.67,344.5
13.8,20.0,1.104,0.61,0.25,-0.65,345.0
14.4,20.0,1.097,0.61,0.75,-0.01,345.5
15.0,20.0,1.103,0.6,-0.35,0.29,346.0
15.6,20.0,1.101,0.58,0.44,0.31,346.5
16.2,20.0,1.105,0.62,0.2,-0.61,347.0
16.8,20.0,1.1,0.6,0.28,0.63,347.5
17.4,20.0,1.1,0.59,1.14,0.61,348.0
18.0,20.0,1.101,0.58,0.14,-0.11,348.5
18.6,20.0,1.102,0.61,1.17,0.12,349.0
19.2,20.0,1.095,0.61,0.98,-0.17,349.5
19.8,20.0,1.095,0.62,-1.15,0.12,350.0
20.4,20.0,1.1,0.6,0.58,-0.37,350.5
21.0,20.0,1.105,0.58,-0.42,0.72,351.0
21.6,20.0,1.101,0.59,0.69,-0.12,351.5
22.2,20.0,1.099,0.59,0.54,0.36,352.0
22.8,20.0,1.098,0.61,-0.01,0.54,352.5
23.4,20.0,1.103,0.59,-0.07,0.56,353.0
24.0,20.0,1.095,0.59,-0.05,0.65,353.5
24.6,20.0,1.1,0.6,-0.17,-0.68,354.0
25.2,20.0,1.099,0.59,-1.03,-0.63,354.5
25.8,20.0,1.105,0.59,0.96,0.66,355.0
26.4,20.0,1.098,0.61,-1.12,-0.62,355.5
27.0,20.0,1.098,0.62,-1.12,-0.38,356.0
27.6,20.0,1.103,0.58,-1.15,0.39,356.5
28.2,20.0,1.104,0.61,0.62,0.51,357.0
28.8,20.0,1.103,0.62,-0.15,0.74,357.5
29.4,20.0,1.096,0.61,0.89,0.34,358.0
30.0,20.0,1.099,0.61,-0.03,-0.41,358.5
30.6,20.0,1.096,0.6,0.54,0.46,359.0
31.2,20.0,1.096,0.61,0.43,-0.69,359.5
31.8,20.0,1.097,0.62,0.77,0.66,360.0
32.4,20.0,1.104,0.62,-0.84,-0.59,360.5
33.0,20.0,1.095,0.6,-0.11,0.34,361.0
33.6,20.0,1.102,0.59,1.01,0.48,361.5
34.2,20.0,1.098,0.61,0.63,-0.23,362.0
34.8,20.0,1.099,0.6,1.19,0.55,362.5
35.4,20.0,1.099,0.58,-0.33,-0.2,363.0
36.0,20.0,1.098,0.6,-0.11,-0.53,363.5
36.6,20.0,1.102,0.61,-0.13,-0.17,364.0
37.2,20.0,1.101,0.59,0.5,0.26,364.5
37.8,20.0,1.097,0.59,0.99,0.75,365.0
38.4,20.0,1.1,0.59,-0.82,0.69,365.5
39.0,20.0,1.101,0.62,0.47,-0.17,366.0
39.6,20.0,1.104,0.59,-1.0,-0.22,366.5
40.2,20.0,1.101,0.6,0.94,0.07,367.0
40.8,20.0,1.095,0.6,0.4,-0.55,367.5
41.4,20.0,1.099,0.61,-1.18,-0.78,368.0
42.0,20.0,1.099,0.6,0.24,0.33,368.5
42.6,20.0,1.099,0.6,0.72,-0.72,369.0
43.2,20.0,1.099,0.61,0.18,-0.67,369.5
43.8,20.0,1.101,0.61,0.71,0.16,370.0
44.4,20.0,1.099,0.61,1.11,0.8,370.5
45.0,20.0,1.101,0.59,-0.67,0.68,371.0
45.6,20.0,1.095,0.6,0.46,-0.38,371.5
46.2,20.0,1.102,0.6,0.09,-0.32,372.0
46.8,20.0,1.096,0.59,0.21,0.69,372.5
47.4,20.0,1.096,0.6,-0.97,-0.63,373.0
48.0,20.0,1.098,0.61,1.02,0.72,373.5
48.6,20.0,1.099,0.59,-0.98,-0.28,374.0
49.2,20.0,1.104,0.61,0.63,0.35,374.5
49.8,20.0,1.104,0.62,-0.03,-0.22,375.0
50.4,20.0,1.104,0.62,0.39,0.03,375.5
51.0,20.0,1.101,0.61,-0.12,0.47,376.0
51.6,20.0,1.096,0.59,-0.59,0.22,376.5
52.2,20.0,1.102,0.6,0.63,0.65,377.0
52.8,20.0,1.101,0.59,-0.51,-0.19,377.5
53.4,20.0,1.1,0.59,-0.85,0.57,378.0
54.0,20.0,1.101,0.59,0.51,0.36,378.5
54.6,20.0,1.105,0.58,0.51,0.14,379.0
55.2,20.0,1.097,0.62,-0.24,-0.35,379.5
55.8,20.0,1.104,0.61,-0.12,-0.68,380.0
56.4,20.0,1.102,0.59,-0.15,0.45,380.5
57.0,20.0,1.101,0.6,-0.48,0.56,381.0
57.6,20.0,1.101,0.59,0.98,-0.18,381.5
58.2,20.0,1.095,0.6,0.54,-0.29,382.0
58.8,20.0,1.101,0.62,0.71,0.73,382.5
59.4,20.0,1.099,0.59,-0.89,-0.39,383.0
60.0,20.0,1.099,0.59,0.21,0.37,383.5
60.6,20.0,1.105,0.6,-0.5,0.54,384.0
61.2,20.0,1.101,0.59,0.87,-0.74,384.5
61.8,20.0,1.1,0.6,-1.17,-0.71,385.0
62.4,20.0,1.099,0.62,0.55,-0.68,385.5
63.0,20.0,1.104,0.61,0.1,0.12,386.0
63.6,20.0,1.097,0.6,-0.4,0.78,386.5
64.2,20.0,1.104,0.58,0.94,0.66,387.0
64.8,20.0,1.103,0.6,0.62,-0.77,387.5
65.4,20.0,1.104,0.59,-0.04,-0.14,388.0
66.0,20.0,1.101,0.61,-1.15,0.12,388.5
66.6,20.0,1.098,0.6,-0.83,0.78,389.0
67.2,20.0,1.1,0.58,-0.75,0.31,389.5
67.8,20.0,1.103,0.61,-0.09,0.17,390.0
68.4,20.0,1.099,0.59,-0.82,-0.58,390.5
69.0,20.0,1.101,0.59,-0.13,0.09,391.0
69.6,20.0,1.102,0.58,1.05,-0.39,391.5
70.2,20.0,1.101,0.61,0.69,0.8,392.0
70.8,20.0,1.097,0.6,0.73,0.29,392.5
71.4,20.0,1.101,0.59,0.53,-0.74,393.0
72.0,20.0,1.104,0.61,0.48,-0.14,393.5
72.6,20.0,1.095,0.58,-0.62,0.17,394.0
73.2,20.0,1.096,0.62,0.95,-0.16,394.5
73.8,20.0,1.104,0.59,0.14,-0.38,395.0
74.4,20.0,1.095,0.61,-1.15,-0.45,395.5
75.0,20.0,1.098,0.58,0.17,0.27,396.0
75.6,20.0,1.095,0.62,-0.57,-0.39,396.5
76.2,20.0,1.1,0.6,0.7,-0.68,397.0
76.8,20.0,1.097,0.59,-0.29,0.01,397.5
77.4,20.0,1.097,0.59,-1.05,-0.59,398.0
78.0,20.0,1.103,0.61,-0.78,0.25,398.5
78.6,20.0,1.102,0.59,-0.76,-0.59,399.0
79.2,20.0,1.104,0.61,-0.41,-0.43,399.5
79.8,20.0,1.103,0.6,0.53,0.09,400.0
80.4,20.0,1.095,0.59,-0.96,0.62,400.5
81.0,20.0,1.101,0.61,0.62,0.28,401.0
81.6,20.0,1.1,0.62,0.64,0.59,401.5
82.2,20.0,1.104,0.58,-0.03,0.54,402.0
82.8,20.0,1.098,0.58,0.47,-0.54,402.5
83.4,20.0,1.101,0.61,-0.08,0.01,403.0
84.0,20.0,1.103,0.61,-0.56,0.43,403.5
84.6,20.0,1.104,0.61,-0.77,0.38,404.0
85.2,20.0,1.096,0.61,0.04,-0.03,404.5
85.8,20.0,1.097,0.6,1.14,-0.59,405.0
86.4,20.0,1.102,0.58,0.5,-0.15,405.5
87.0,20.0,1.102,0.58,-0.08,0.07,406.0
87.6,20.0,1.102,0.58,0.16,-0.17,406.5
88.2,20.0,1.101,0.59,-0.08,0.5,407.0
88.8,20.0,1.096,0.59,-0.33,-0.73,407.5
89.4,20.0,1.098,0.59,0.73,0.32,408.0
90.0,20.0,1.103,0.58,0.26,0.1,408.5
90.6,20.0,1.098,0.6,-1.09,-0.71,409.0
91.2,20.0,1.096,0.59,0.96,-0.12,409.5
91.8,20.0,1.095,0.59,0.4,-0.8,410.0
92.4,20.0,1.101,0.62,1.08,0.14,410.5
93.0,20.0,1.103,0.6,-0.95,-0.45,411.0
93.6,20.0,1.1,0.58,-0.6,0.63,411.5
94.2,20.0,1.103,0.59,-1.04,0.04,412.0
94.8,20.0,1.096,0.59,-0.23,-0.08,412.5
95.4,20.0,1.104,0.62,-0.73,0.46,413.0
96.0,20.0,1.103,0.6,0.08,-0.3,413.5
96.6,20.0,1.103,0.6,0.2,0.19,414.0
97.2,20.0,1.097,0.61,0.47,-0.78,414.5
97.8,20.0,1.096,0.6,1.14,0.79,415.0
98.4,20.0,1.103,0.6,0.43,-0.74,415.5
99.0,20.0,1.104,0.62,0.33,-0.33,416.0
99.6,20.0,1.097,0.59,-0.03,-0.28,416.5
100,25.0,1.095,0.62,0.44,0.38,417.0
99.4,25.0,1.096,0.59,-0.97,-0.52,417.5
98.8,25.0,1.104,0.61,-0.03,-0.17,418.0
98.2,25.0,1.105,0.58,-0.52,0.04,418.5
97.6,25.0,1.102,0.6,0.69,-0.45,419.0
97.0,25.0,1.099,0.6,0.08,-0.8,419.5
96.4,25.0,1.098,0.62,0.11,-0.36,420.0
95.8,25.0,1.099,0.61,-0.29,-0.01,420.5
95.2,25.0,1.097,0.58,0.57,-0.52,421.0
94.6,25.0,1.102,0.59,0.74,0.54,421.5
94.0,25.0,1.103,0.61,-0.84,0.56,422.0
93.4,25.0,1.099,0.58,0.37,-0.06,422.5
92.8,25.0,1.104,0.59,-0.39,0.03,423.0
92.2,25.0,1.097,0.62,-0.65,-0.46,423.5
91.6,25.0,1.1,0.59,0.34,-0.43,424.0
91.0,25.0,1.101,0.62,0.6,-0.61,424.5
90.4,25.0,1.1,0.6,0.57,0.21,425.0
89.8,25.0,1.101,0.59,-0.85,-0.61,425.5
89.2,25.0,1.096,0.61,0.13,-0.28,426.0
88.6,25.0,1.105,0.61,0.79,0.71,426.5
88.0,25.0,1.1,0.58,-0.72,0.73,427.0
87.4,25.0,1.105,0.61,0.34,-0.16,427.5
86.8,25.0,1.095,0.62,0.16,0.02,428.0
86.2,25.0,1.104,0.61,-0.61,0.07,428.5
85.6,25.0,1.097,0.61,-0.18,-0.1,429.0
85.0,25.0,1.098,0.62,1.04,0.42,429.5
84.4,25.0,1.103,0.61,1.17,0.79,430.0
83.8,25.0,1.098,0.59,0.16,0.41,430.5
83.2,25.0,1.104,0.62,1.11,0.16,431.0
82.6,25.0,1.099,0.62,0.65,-0.47,431.5
82.0,25.0,1.104,0.61,-0.91,-0.61,432.0
81.4,25.0,1.103,0.59,1.16,0.11,432.5
80.8,25.0,1.096,0.59,-1.0,-0.4,433.0
80.2,25.0,1.1,0.61,-0.65,0.4,433.5
79.6,25.0,1.097,0.61,-0.11,-0.06,434.0
79.0,25.0,1.097,0.6,-0.61,-0.22,434.5
78.4,25.0,1.102,0.61,0.16,0.44,435.0
77.8,25.0,1.099,0.58,-1.02,0.26,435.5
77.2,25.0,1.104,0.59,-0.36,0.04,436.0
76.6,25.0,1.098,0.58,-1.16,0.54,436.5
76.0,25.0,1.103,0.62,0.02,0.29,437.0
75.4,25.0,1.1,0.58,0.66,-0.5,437.5
74.8,25.0,1.104,0.6,0.49,-0.36,438.0
74.2,25.0,1.102,0.6,0.58,0.42,438.5
73.6,25.0,1.095,0.6,0.67,0.19,439.0
73.0,25.0,1.102,0.59,-0.18,-0.1,439.5
72.4,25.0,1.097,0.6,0.58,0.37,440.0
71.8,25.0,1.095,0.62,-0.84,0.22,440.5
71.2,25.0,1.1,0.61,0.84,-0.45,441.0
70.6,25.0,1.105,0.58,-0.71,0.2,441.5
70.0,25.0,1.099,0.61,0.18,-0.7,442.0
69.4,25.0,1.105,0.62,-0.05,0.38,442.5
68.8,25.0,1.101,0.58,0.59,-0.72,443.0
68.2,25.0,1.097,0.6,0.53,0.31,443.5
67.6,25.0,1.096,0.61,1.02,-0.21,444.0
67.0,25.0,1.096,0.58,0.38,0.05,444.5
66.4,25.0,1.096,0.61,-0.03,0.09,445.0
65.8,25.0,1.097,0.59,0.77,0.14,445.5
65.2,25.0,1.098,0.6,0.57,-0.32,446.0
64.6,25.0,1.103,0.61,-0.84,0.61,446.5
64.0,25.0,1.095,0.61,-0.08,-0.15,447.0
63.4,25.0,1.102,0.62,1.15,-0.77,447.5
62.8,25.0,1.095,0.62,-0.13,-0.55,448.0
62.2,25.0,1.102,0.61,0.03,-0.74,448.5
61.6,25.0,1.098,0.62,-1.03,0.22,449.0
61.0,25.0,1.099,0.61,0.39,-0.12,449.5
60.4,25.0,1.097,0.61,-0.06,0.38,450.0
59.8,25.0,1.097,0.61,0.33,-0.3,450.5
59.2,25.0,1.096,0.61,0.86,-0.68,451.0
58.6,25.0,1.101,0.58,-0.61,0.19,451.5
58.0,25.0,1.101,0.62,0.08,0.16,452.0
57.4,25.0,1.098,0.61,0.9,0.42,452.5
56.8,25.0,1.102,0.61,-0.28,-0.4,453.0
56.2,25.0,1.102,0.6,0.08,0.49,453.5
55.6,25.0,1.098,0.62,-0.99,0.19,454.0
55.0,25.0,1.103,0.61,-1.05,0.12,454.5
54.4,25.0,1.1,0.59,-0.83,-0.35,455.0
53.8,25.0,1.103,0.61,0.63,-0.22,455.5
53.2,25.0,1.102,0.58,0.52,0.17,456.0
52.6,25.0,1.104,0.61,0.92,-0.4,456.5
52.0,25.0,1.097,0.6,-0.12,0.22,457.0
51.4,25.0,1.1,0.6,0.0,0.55,457.5
50.8,25.0,1.102,0.6,0.02,0.45,458.0
50.2,25.0,1.099,0.59,-0.49,0.28,458.5
49.6,25.0,1.104,0.61,0.21,0.59,459.0
49.0,25.0,1.098,0.59,-0.6,0.53,459.5
48.4,25.0,1.101,0.61,-0.77,0.68,460.0
47.8,25.0,1.095,0.59,-0.66,-0.48,460.5
47.2,25.0,1.098,0.59,-0.03,-0.75,461.0
46.6,25.0,1.103,0.62,-0.47,0.32,461.5
46.0,25.0,1.095,0.59,0.78,0.01,462.0
45.4,25.0,1.096,0.6,0.66,-0.24,462.5
44.8,25.0,1.098,0.61,0.74,0.76,463.0
44.2,25.0,1.098,0.59,0.18,-0.76,463.5
43.6,25.0,1.102,0.61,0.79,-0.31,464.0
43.0,25.0,1.099,0.58,-1.08,0.04,464.5
42.4,25.0,1.104,0.59,1.08,-0.23,465.0
41.8,25.0,1.102,0.59,-1.02,-0.17,465.5
41.2,25.0,1.103,0.59,-1.15,-0.26,466.0
40.6,25.0,1.099,0.62,0.49,0.15,466.5
40.0,25.0,1.1,0.6,0.46,0.8,467.0
39.4,25.0,1.105,0.61,0.1,-0.52,467.5
38.8,25.0,1.1,0.6,-0.25,-0.25,468.0
38.2,25.0,1.098,0.58,0.22,-0.67,468.5
37.6,25.0,1.102,0.61,-0.97,-0.6,469.0
37.0,25.0,1.101,0.61,-0.35,0.39,469.5
36.4,25.0,1.097,0.59,0.24,-0.65,470.0
35.8,25.0,1.104,0.59,-0.86,-0.66,470.5
35.2,25.0,1.096,0.62,0.12,0.05,471.0
34.6,25.0,1.099,0.61,1.04,-0.29,471.5
34.0,25.0,1.099,0.6,0.82,-0.1,472.0
33.4,25.0,1.104,0.6,0.68,0.55,472.5
32.8,25.0,1.1,0.58,0.25,0.22,473.0
32.2,25.0,1.097,0.6,-0.66,0.74,473.5
31.6,25.0,1.103,0.59,-1.12,-0.06,474.0
31.0,25.0,1.102,0.62,-0.93,0.24,474.5
30.4,25.0,1.102,0.61,0.68,-0.18,475.0
29.8,25.0,1.103,0.58,0.78,0.72,475.5
29.2,25.0,1.099,0.58,0.55,-0.62,476.0
28.6,25.0,1.103,0.59,-0.41,0.67,476.5
28.0,25.0,1.1,0.61,0.14,0.78,477.0
27.4,25.0,1.099,0.61,0.84,-0.24,477.5
26.8,25.0,1.101,0.6,-0.46,0.24,478.0
26.2,25.0,1.096,0.6,-0.17,0.12,478.5
25.6,25.0,1.103,0.6,-0.88,0.21,479.0
25.0,25.0,1.102,0.59,-0.56,-0.54,479.5
